"Site","Rgd_Availz","NDVI_z","Alt_z","Forest_z"
"AT47",-0.755173096,-0.486397818,0.515387697,-0.458740469
"AT48",1.117304087,-0.184604857,0.895475606,-0.458740469
"AT49",0.388635176,-0.170779685,0.396339392,-0.458740469
"AT50",-0.383202999,-0.274155489,-0.139705385,-0.458740469
"AT51",0.838243619,-0.233770962,-0.754304821,-0.458740469
"AT52",0.761848277,-0.026268181,-0.991563589,-0.458740469
"AT53",-0.437186391,-0.522507809,-1.429089365,-0.458740469
"AT61",-1.396410872,-0.43873406,-1.097946222,-0.458740469
"AU33",1.964365859,-0.920533269,0.101915126,-0.458740469
"AU34",0.405924983,-0.295420857,1.557635947,-0.458740469
"AU35",-0.166873505,-0.506125069,0.541517205,-0.458740469
"AU40",-0.576811604,-1.081710097,-1.498396532,2.150858921
"AU42",2.736917036,-1.051199927,-1.207998925,0.523415999
"AU43",1.530622715,-0.437231713,-0.289937128,-0.458740469
"AU44",0.468252494,-0.307850993,0.686044813,-0.458740469
"AU45",-0.578363253,-0.397759326,0.799809056,-0.458740469
"AU46",-0.813708454,-0.220875814,0.819772887,-0.458740469
"AU47",-0.92431136,-0.467779442,0.31130445,-0.458740469
"AU48",-0.856007066,-0.546411228,0.122046884,-0.458740469
"AU49",-0.869781959,-0.641833533,-0.344816672,-0.458740469
"AU50",-1.302440638,-0.621135122,-0.46365558,-0.458740469
"AU51",-0.386789186,-0.469406985,-0.047226116,-0.458740469
"AU52",0.244196464,-0.271741002,-0.037705488,-0.458740469
"AU53",2.754475627,0.367167966,0.799976983,-0.458740469
"AU54",2.870953231,0.353539529,0.375410494,-0.458740469
"AU55",1.730263669,-0.372505583,-1.222279612,-0.432319292
"AU56",1.047083632,-0.37710205,-1.526349939,0.611232541
"AU57",-0.455481544,-0.703224095,-1.502821248,0.84487366
"AU58",-0.95842409,-0.619414576,-1.334345388,-0.458740469
"AU59",-0.966997728,-0.55958896,-1.407049488,-0.457300854
"AV34",0.680995793,-0.931140914,-0.385834577,0.38453545
"AV35",0.266553148,-0.704510032,-0.2226223,-0.458740469
"AV36",-0.325942058,-0.83593323,-0.709113833,-0.311222228
"AV37",-0.74716932,-0.940863247,-0.775841429,-0.327735464
"AV38",-0.345891838,-1.102809134,-1.133386194,0.961143778
"AV39",-0.54873937,-0.98390371,-1.227228588,2.813590126
"AV40",-0.768385972,-0.879297412,-0.640498852,0.115835461
"AV41",-0.797194468,-0.7576663,-0.930393191,0.013453397
"AV43",-1.116067826,-1.160095068,-1.15295171,0.224822818
"AV44",0.500963975,-0.984828369,-0.834978019,-0.458740469
"AV45",0.253926133,-0.657003664,-0.345781227,-0.458740469
"AV46",-0.193362686,-0.542533741,0.047539107,-0.458740469
"AV47",-0.399962503,-0.11018501,0.746397592,-0.458740469
"AV48",-0.723846864,-0.351687341,0.204774881,-0.458740469
"AV49",-1.348578808,-0.562082141,-0.255105379,-0.458740469
"AV50",-1.684638992,-0.644237289,-0.492783451,-0.458740469
"AV51",-1.520923348,-0.555176709,-0.501507196,-0.458740469
"AV52",-1.461722994,-0.67112394,-0.536024338,-0.458740469
"AV53",-0.607971437,-0.789034954,-0.552632962,-0.458740469
"AV54",1.877481327,-0.033958768,0.340159696,-0.458740469
"AV55",-0.19879346,0.002491039,0.071529085,-0.458740469
"AV56",0.203497222,-0.319315334,-0.15308449,-0.458740469
"AV57",-0.482983917,-0.549587619,-0.513900498,-0.458740469
"AV58",1.451393153,0.246372087,0.466233278,-0.45382884
"AV59",3.316721807,1.356213284,0.902542865,-0.3634718
"AV60",1.16935592,0.3095601,-0.801698056,-0.458740469
"AV61",-1.274922566,-0.455241996,-1.305364197,-0.376089606
"AV62",-1.004316742,-0.451056886,-1.20432911,-0.428254495
"AW35",-1.122709604,-0.956764878,-0.988061701,0.829884723
"AW36",-0.780229006,-0.787264331,-0.666900473,-0.342385668
"AW37",-0.926868648,-0.80578255,-0.802599639,0.619785551
"AW39",-0.151736923,-0.969468656,-1.475161201,3.818611075
"AW40",-0.705836796,-0.976631633,-1.440434405,4.521143413
"AW41",-0.327367167,-0.742345934,-0.592916955,-0.205960933
"AW42",-0.672705544,-0.894181381,-0.849615295,-0.023383821
"AW43",0.661600176,-1.123384139,-1.354728524,4.409192141
"AW44",0.030503392,-0.769261202,-1.085972224,1.096552313
"AW47",-0.753613594,-1.081037618,-0.650795118,-0.458740469
"AW48",-0.750605122,-1.033291589,-0.30161751,-0.458740469
"AW49",-1.164010722,-0.658252043,0.191291078,-0.458740469
"AW50",-1.486446564,-0.487900165,0.006793827,-0.458740469
"AW51",-1.430404924,-0.61250199,-0.413452643,-0.458740469
"AW52",-1.723184868,-0.721724429,-0.731426334,-0.458740469
"AW53",-1.234199463,-0.730055302,-0.909800147,-0.458740469
"AW54",-1.163195335,-1.074235919,-1.094549032,-0.458740469
"AW55",-1.153774604,-0.95142618,-1.019097691,-0.082069322
"AW56",-0.064028858,-0.686653561,-0.550871266,-0.458740469
"AW57",-1.120928437,-0.83306625,-0.593504187,-0.458740469
"AW58",-1.364388239,-0.886921825,-0.662958034,-0.458740469
"AW59",0.804479078,-0.507341255,-0.303462913,-0.440872301
"AW60",-0.181076022,-0.064774774,-0.427481696,-0.458740469
"AW61",-1.259952075,-0.374776989,-1.035224037,-0.458740469
"AW62",-1.016033236,-0.593338119,-1.28275808,-0.436130038
"AX36",-0.583707055,-0.842706312,-1.262836231,2.572412197
"AX37",-0.585203437,-0.97574811,-1.110402753,0.141917905
"AX38",-0.373837534,-0.647726669,-1.334219443,1.940844432
"AX39",-1.01543166,-0.925746772,-1.484660839,0.666615394
"AX40",-0.926662689,-1.003600556,-1.61274775,1.058614212
"AX42",-0.390937389,-0.9422869,-1.011129105,0.772130738
"AX43",-0.752307163,-0.944690656,-1.155761668,4.657229414
"AX44",-1.291341418,-0.953168187,-1.529831092,5.17015593
"AX46",-1.150607887,-1.05430299,-1.098428755,0.209918564
"AX48",-0.727417352,-1.352883788,-0.701312918,-0.458740469
"AX49",0.200655149,-0.73326031,-0.06687534,-0.458740469
"AX50",-0.320384745,-0.622605276,0.063182919,-0.458740469
"AX51",-1.103725603,-0.560143397,0.134503159,-0.458740469
"AX52",-0.837402975,-0.502279775,-0.174096839,-0.458740469
"AX53",-1.397716994,-0.874194797,-0.642532916,-0.458740469
"AX54",-1.077228869,-1.029022419,-0.927163672,-0.458740469
"AX55",-1.203498667,-0.954715247,-1.186357362,-0.031767464
"AX56",-0.8585402,-1.147577296,-1.482962372,0.031575615
"AX59",-0.777600745,-1.299298279,-1.219113066,1.547829415
"AX60",-0.47350792,-0.952622692,-0.533487006,0.232698362
"AX61",0.078153652,-0.238957637,-0.244410542,-0.458740469
"AX62",0.03402646,-0.04971553,-0.469024117,-0.458740469
"AX63",-0.114972365,-0.01483961,-0.650732146,-0.458740469
"AX64",0.141225277,-0.637979297,-1.449975769,-0.458740469
"AY42",-1.207140421,-1.290405813,-1.60901522,2.302187909
"AY43",-0.872156848,-1.145123462,-1.075550012,1.263886438
"AY44",-1.142509293,-0.866037408,-0.990850668,3.497153414
"AY45",-1.176978081,-0.906125043,-1.374063141,5.979050445
"AY46",-0.942020936,-1.006903932,-1.438001771,4.51352192
"AY47",-1.000009993,-1.109707412,-1.277096183,0.981721811
"AY48",-1.495091467,-1.212437564,-0.967049352,-0.458740469
"AY51",-0.283398228,-0.936132642,-0.428949776,-0.458740469
"AY52",-0.419833165,-0.386438066,-0.247325198,-0.458740469
"AY53",-1.316912232,-0.56141145,-0.519248044,-0.458740469
"AY54",0.388247413,-0.599962755,-0.619926799,-0.458740469
"AY55",-0.792001066,-0.985876435,-0.968034898,-0.458740469
"AY56",-0.967504478,-1.176687064,-1.442405497,-0.458740469
"AY61",-0.250140437,-1.185531239,-1.087712672,0.576004304
"AY62",-1.336830299,-1.220959808,-0.920243349,-0.23365236
"AY63",-0.836310356,-0.395631,-0.534094973,-0.458740469
"AY64",0.121291203,-0.423460196,-1.321993811,-0.458740469
"AZ43",-0.79175554,-1.350989757,-1.685452106,2.232493585
"AZ44",-0.754658492,-1.181190529,-1.085426974,1.064880774
"AZ45",-0.881522306,-0.715051503,-0.940291143,0.963345543
"AZ46",-1.019223813,-0.75530368,-1.339273373,2.786237432
"AZ53",-1.36922529,-0.828773829,-1.231925929,-0.428169812
"AZ54",-0.985768218,-1.148274814,-1.192019515,-0.455014406
"AZ55",-0.323313797,-1.014515825,-1.277242863,-0.416568205
"AZ56",-1.075099205,-0.937470446,-1.513348414,-0.422834766
"AZ63",-1.083839242,-1.058314615,-1.439910146,1.396585109
"AZ64",-0.718598196,-0.663102479,-1.55602306,0.295872075
"BA45",-1.522546269,-1.124897217,-1.405518692,0.878662281
"BA46",-1.529053655,-0.892239061,-1.338770105,0.515032356
"BA62",-1.52561786,-1.030962951,-1.415521598,-0.19444401
"BA63",-2.020627911,-0.986940597,-1.231737268,-0.458740469
"BA64",-1.177247159,-0.56527284,-1.252204367,-0.409285445
"BA66",-1.990457718,-0.510310179,-1.233205091,-0.458740469
"BA71",-1.481902293,-0.640257857,-1.189377228,-0.458740469
"BA72",-4.003763558,-0.524189007,-1.220497182,-0.458740469
"BB53",-0.910695013,-0.975588933,-2.047379606,2.594599211
"BB54",-0.622910215,-0.858643713,-1.50082891,1.19537768
"BB55",1.061967151,-1.01470183,-1.307691877,2.405416805
"BB56",1.400885115,-1.015669413,-1.649907436,1.352295764
"BB61",-0.333557761,-0.969826357,-1.365716976,0.359130471
"BB62",-0.277223341,-0.811369851,-0.755164678,-0.458740469
"BB63",-0.845462009,-0.471320689,-0.308370163,-0.458740469
"BB64",-0.703509319,-0.101457087,-0.217232772,-0.384134516
"BB65",0.057942338,0.32900119,-0.042549765,-0.458740469
"BB66",-0.379482119,0.315050822,-0.11443599,-0.458740469
"BB67",-0.366712573,-0.144291871,-0.731426334,-0.458740469
"BB70",-1.807892766,-0.614993383,-1.059675301,-0.458740469
"BB71",-1.344382891,-0.590832418,-1.019873585,-0.458740469
"BB72",-4.003763558,-0.477169113,-1.075843628,-0.458740469
"BB76",-1.916540244,-0.24477029,-1.158634598,-0.458740469
"BB77",-1.901055458,-0.176967925,-1.156222954,-0.458740469
"BB78",-4.003763558,-0.341349761,-1.196045662,-0.458740469
"BC36",-0.354727001,-1.378065991,-2.253277281,1.06869152
"BC37",-0.277342019,-1.312447395,-1.058291441,1.139402044
"BC38",0.78916039,-1.195482502,-0.463970187,2.638380458
"BC39",0.19231103,-1.370598967,-1.195940963,3.000740134
"BC40",0.843428867,-1.416658432,-1.647537774,2.125453942
"BC41",0.003309957,-1.591499467,-1.96754553,0.906946491
"BC42",-0.475130842,-1.529010761,-1.950223986,3.474288933
"BC43",-0.075373295,-1.626230517,-2.391146951,2.11165057
"BC45",-0.848802678,-1.559964481,-2.211137261,-0.26921933
"BC48",-0.774806085,-1.262075835,-2.385428353,0.71505422
"BC49",-0.84357001,-1.301297831,-2.46702822,-0.124241586
"BC53",-0.967836968,-0.965465973,-1.497033406,1.944993912
"BC54",0.147313193,-1.03462224,-0.865909311,0.253869177
"BC55",-0.627620426,-0.885829046,-0.513292532,-0.257363673
"BC56",1.381719309,-0.389478531,-0.262445007,-0.458740469
"BC57",-0.164079146,-0.98140874,-1.012554947,-0.456962121
"BC58",-0.017851121,-0.959435122,-0.839507434,-0.458740469
"BC59",-0.841297799,-0.946028461,-0.804549996,-0.458740469
"BC60",0.19237445,-0.573575098,-0.442370606,-0.458740469
"BC61",-0.119920249,-0.846394217,-0.818684003,-0.458740469
"BC62",-0.125873479,-0.589485671,-0.367359817,-0.458740469
"BC63",0.032902134,-0.504211364,-0.339343181,-0.458740469
"BC64",0.48512283,-0.438966567,-0.590442339,-0.458740469
"BC65",0.554923815,-0.127640855,-0.318414795,-0.458740469
"BC66",-0.579550698,-0.507019323,-0.202931094,-0.458740469
"BC67",-0.058329006,0.544140903,0.22960398,-0.458740469
"BC68",0.108371257,0.22542865,-0.293208372,-0.458740469
"BC75",-1.661846989,-0.392053983,-1.029687829,-0.458740469
"BC76",-1.598672384,-0.333408782,-0.879917373,-0.458740469
"BC77",-1.660018259,-0.51456683,-1.053405182,-0.458740469
"BC78",-1.678432248,-0.692487677,-1.266904615,-0.458740469
"BD38",-1.018970442,-1.230344114,-0.670402361,-0.069366832
"BD39",-1.376761875,-1.044666505,-0.957486742,0.64468243
"BD41",-0.141936282,-0.790878907,-1.195773037,-0.458740469
"BD42",-0.938822514,-0.938110732,-1.243795229,-0.313085259
"BD43",-0.523058032,-1.213313934,-1.494789434,0.21525361
"BD44",-1.318843791,-1.36913239,-1.800222886,-0.401494584
"BD45",-0.929298803,-1.1264407,-1.593308435,0.085942269
"BD46",-1.0383265,-0.984576189,-1.596181365,0.196877342
"BD49",-2.018150043,-1.200848028,-2.618847332,0.255562842
"BD53",-1.849043334,-0.925800427,-0.954488122,2.564621337
"BD54",-1.818508938,-0.942578427,-0.748852577,0.713445238
"BD55",-0.451175096,-0.803414564,-0.750949614,0.625628696
"BD56",-0.629647119,-0.960755041,-1.086748117,0.142426005
"BD59",-1.533178306,-0.891960054,-1.210473285,1.556128374
"BD60",-1.202295516,-0.971207086,-1.094507307,0.503007333
"BD61",-1.490286122,-0.752404507,-1.170755532,-0.397175738
"BD62",0.002296465,-0.646989804,-0.989235909,-0.458740469
"BD63",-0.28502115,-0.776823017,-0.541161976,-0.458740469
"BD64",-0.148119023,-0.542859249,-0.533172399,-0.458740469
"BD65",-0.167752313,-0.786658026,-1.00758498,-0.458740469
"BD67",-1.811360116,-0.88611163,-0.497585747,-0.458740469
"BD68",-0.180331908,0.416799083,0.499219625,-0.458740469
"BD69",0.542423339,0.724923364,0.028246471,-0.458740469
"BD72",-0.591504864,-0.479351093,-1.24629058,-0.458740469
"BD73",-1.222981558,-0.514978187,-1.084777025,-0.458740469
"BD74",-1.912637417,-0.48471662,-1.046191498,-0.458740469
"BD75",-1.212420802,-0.579589853,-1.089222733,-0.458740469
"BE38",-1.346148352,-1.311520947,-1.279381881,0.861132846
"BE43",-0.340603603,-0.648032504,-1.163080306,-0.165905751
"BE44",-0.579914901,-0.965383702,-1.2547417,1.757251121
"BE45",-0.185208526,-1.140235468,-1.123718885,-0.161502221
"BE46",-1.368465168,-0.920395554,-1.286302205,-0.381932751
"BE47",-1.217147021,-1.042119668,-1.589869264,1.531485545
"BE51",-0.697690481,-0.904738948,-1.568856915,2.673100595
"BE52",-1.149491715,-0.944273933,-0.983888618,2.664971002
"BE53",-0.732190983,-0.915149858,-0.257957318,-0.419193386
"BE54",0.029205115,-0.476954492,0.210583714,-0.458740469
"BE55",0.255113578,-0.264676392,0.043219089,-0.458740469
"BE56",-0.665667856,-0.676766685,-0.59644009,-0.458740469
"BE57",-0.320629962,-0.675720408,-0.825792988,-0.458740469
"BE58",-0.226089866,-0.568490368,-0.731279399,-0.458740469
"BE59",0.05176745,-0.743569274,-0.534556515,-0.458740469
"BE60",0.195572873,-0.7659775,-0.707687735,-0.431557142
"BE61",-1.369154017,-0.859629182,-1.042395739,-0.458740469
"BE62",-1.578817579,-0.896104028,-1.074459512,-0.458740469
"BE64",-0.366015871,-1.147607701,-1.11430321,-0.436553455
"BE65",-1.133998775,-1.135653308,-1.046568821,-0.078343258
"BE66",-1.028890063,-0.91087711,-1.002006791,-0.285563199
"BE67",-1.556413489,-0.850869066,-0.840807587,-0.458740469
"BE68",-1.310040643,-0.986294946,-0.547725711,-0.458740469
"BE69",-1.082453684,-0.574161729,-0.388791471,-0.458740469
"BE70",-1.43357134,-0.478921851,-0.77244424,-0.458740469
"BE73",-1.608940209,-0.526478298,-1.031533232,-0.458740469
"BE74",-1.859706927,-0.644085265,-0.952495784,-0.458740469
"BF44",-1.041873128,-1.004036952,-1.408769202,0.632911456
"BF45",-0.261959911,-0.940831054,-0.567962167,0.31729694
"BF46",-0.020249871,-0.697216494,-0.569870542,-0.458740469
"BF47",-0.162519344,-0.637734271,-0.98080578,-0.458740469
"BF48",-1.106718067,-0.759492367,-1.565396753,-0.458740469
"BF53",-0.733038076,-1.097395318,-1.063093481,1.543679935
"BF54",-0.562031373,-0.97175437,-0.842233684,0.120577723
"BF55",0.53323998,-0.910742972,-0.856661307,-0.458740469
"BF56",0.26804923,-0.745624271,-0.885495562,-0.458740469
"BF57",-0.718614195,-0.902480062,-0.873898888,-0.458740469
"BF58",-0.567287894,-0.825604592,-0.793016293,-0.458740469
"BF59",0.542977502,-0.554318225,-0.448850634,-0.458740469
"BF60",0.388421357,-0.459749038,-0.309313727,-0.458740469
"BF61",-0.409494067,-0.782093752,-0.786431567,-0.458740469
"BF62",-0.609412253,-0.989773595,-0.978436118,-0.458740469
"BF63",-1.185100535,-1.057829929,-1.206195248,-0.458740469
"BF65",-1.099221041,-1.003015714,-1.069531527,-0.061999389
"BF66",-0.907932059,-1.020417903,-1.047302989,-0.307750214
"BF67",-0.590531231,-0.857801326,-0.782384174,-0.458740469
"BF68",-1.482591141,-1.073298741,-0.930812496,-0.458740469
"BF69",-1.546375326,-1.102197464,-0.830658,-0.458740469
"BF70",-1.289196047,-0.666822577,-0.518702795,-0.458740469
"BF71",-0.4743073,-0.33501844,-0.738702991,-0.458740469
"BF72",-1.292845654,-0.487131106,-1.132903916,-0.458740469
"BF73",-1.848172388,-0.550955828,-0.8027883,-0.458740469
"BF74",-1.60738856,-0.613390879,-0.79907676,-0.458740469
"BF75",-1.603446165,-0.534884289,-1.053740779,-0.458740469
"BG46",0.732406198,-1.176690641,-0.964176422,-0.458740469
"BG47",0.486350143,-0.700890091,-0.898056792,-0.458740469
"BG48",-0.972460207,-0.866593634,-1.507162002,-0.458740469
"BG70",-0.663063148,-1.062800194,-0.595580233,-0.458740469
"BG71",-1.077909571,-0.720429548,-0.591428141,-0.458740469
"BG72",-0.916838195,-0.680497514,-0.840786596,-0.458740469
"BG73",-1.356297499,-0.779711458,-0.961932449,-0.458740469
"BG74",-0.717577151,-0.719880476,-0.901705615,-0.458740469
"BG75",-0.654346971,-0.520594104,-0.983699701,-0.458740469
"BH71",-0.732990664,-1.111937683,-1.213514142,-0.458740469
"BH72",-1.255867292,-0.935281312,-1.208690855,-0.424443748
"BH73",-0.969008714,-0.892872193,-1.249939659,-0.442820016
"BH74",-0.201334749,-0.897799535,-1.501185498,-0.458740469
"BH75",-0.656120285,-0.971566576,-1.628727416,-0.458740469
"BI68",-1.236906842,-1.037036726,-1.2450534,-0.154388827
"BI73",-0.296120362,-0.971026447,-1.64797807,-0.443836215
"BI74",0.197567852,-0.685376566,-1.393880036,-0.458740469
"BI75",-0.769454731,-0.608631657,-1.6359411,-0.458740469
"BJ68",-1.403163775,-0.954709882,-1.219993913,-0.212481545
"BJ69",-0.516043896,-0.960277509,-1.023396719,-0.458740469
"BJ70",-1.165609783,-0.902370963,-1.125794931,0.461258485
"BJ75",-0.338117881,-0.557210243,-1.547089663,-0.458740469
"BJ76",-0.070956014,-0.629153006,-2.188594116,-0.34814413
"BK72",-0.641102389,-0.830496163,-1.511524002,-0.358390804
"BK76",-0.683123761,-0.503996743,-2.088083161,-0.13160903
"BK77",-0.20556207,-0.462020444,-2.403917833,1.345944519
"BL65",0.316245799,-0.627139145,-1.528530939,-0.458740469
"BL71",0.964687662,-0.921626048,-1.693190305,-0.380069719
"BL72",-0.44206301,-0.916428641,-1.756793337,-0.408184562
"AB17",2.402969907,-0.647837557,1.982915101,-0.458740469
"W11",2.126926065,-0.387779447,1.594942313,-0.458740469
